t,raw_score,score,rec_err,lat_err,edge_err,err_phys,err_cyber,err_event,top_nodes,y_true,switching,physical_block_context,switch_event,attack_type,affected_nodes,rec_z,phys_z,cyber_z,edge_z,lat_z,threshold,raw_alert,high_score,strong_cyber,strong_physical,cyber_confirmed,physical_confirmed_raw,physical_confirmed_persistent,confirmed_alert_before_persistence,physical_confirmed,alert,threshold_method,context_aware_alerting,cyber_confirm_z,phys_confirm_z,phys_min_rec_z,phys_persistence_k,physical_confirmation_enabled,persistence_k
137,1.0116114616394043,1.190096165089273,1.0116114616394043,0.3596796989440918,6139.28515625,1.2335000038146973,0.9608596563339233,0.0036725110840052366,"[34, 30, 19, 35, 11, 29]",0,0,0,0,none,[],2.6676143403351147,3.0740728156263213,0.4697758452786537,0.28617562708038213,0.3409185494505238,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
138,0.6714425086975098,0.026638401490649357,0.6714425086975098,0.3932286500930786,6157.18408203125,0.7573729157447815,0.7909239530563354,0.002827886724844575,"[19, 29, 34, 11, 30, 8]",0,0,0,0,none,[],0.0,0.1775893432709957,0.0,0.5200374538161328,0.4909937736236913,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
139,0.9578059315681458,0.7463659009867478,0.9578059315681458,0.4402598440647125,6210.3408203125,1.1786248683929443,0.8829566836357117,0.0034093759022653103,"[34, 19, 11, 37, 30, 29]",0,0,0,0,none,[],2.2355286331178386,2.7402440401271466,0.0,1.2145669507086088,0.7013793963240851,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
140,0.9381965398788452,0.7578065773379115,0.9381965398788452,0.4914768934249878,6146.81591796875,1.2170480489730835,0.7086358666419983,0.0030602263286709785,"[30, 19, 11, 33, 34, 29]",0,0,0,0,none,[],2.0780552681133364,2.973988580806073,0.0,0.3845702298505347,0.930489693397072,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
141,0.6655730605125427,0.03483449382663724,0.6655730605125427,0.5097142457962036,6204.54296875,0.7663547992706299,0.7451277375221252,0.0025545323733240366,"[19, 30, 11, 29, 16, 34]",0,0,0,0,none,[],0.0,0.23222995884424827,0.0,1.1388140159168827,1.0120712228249427,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
142,0.819115936756134,0.6170032452787353,0.819115936756134,0.5507820248603821,6220.95849609375,0.9305588603019714,0.9486036896705627,0.0029255168046802282,"[19, 30, 29, 37, 11, 9]",0,0,0,0,none,[],1.121777603940277,1.2311530631753034,0.3772337788734262,1.3532942175981224,1.1957805770154932,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
143,1.0585139989852905,1.3520923229323523,1.0585139989852905,0.6095543503761292,6205.24951171875,1.3055559396743774,0.9683794975280762,0.003573648864403367,"[30, 19, 34, 11, 0, 1]",0,0,0,0,none,[],3.0442655134123493,3.5124197035311986,0.5265564862726003,1.1480454877581854,1.458688048780687,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
144,0.8605378270149231,0.5054002217107358,0.8605378270149231,0.6452432870864868,6162.23388671875,1.0429569482803345,0.8329352736473083,0.0036474126391112804,"[19, 29, 2, 30, 36, 11]",0,0,0,0,none,[],1.4544164000462145,1.914918411358691,0.0,0.5860166395678619,1.618336115080091,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
145,0.9367170929908752,0.768587160380222,0.9367170929908752,0.7044093012809753,6104.2734375,1.2308151721954346,0.6681643724441528,0.003332107560709119,"[30, 19, 29, 37, 34, 11]",0,0,0,0,none,[],2.0661745589365603,3.0577398435982532,0.0,0.0,1.8830046826379425,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
146,1.0305559635162354,0.9945026093071039,1.0305559635162354,0.7535828351974487,6147.521484375,1.3545167446136475,0.734432578086853,0.0029986004810780287,"[30, 19, 34, 29, 31, 24]",0,0,0,0,none,[],2.819748302782631,3.810269092598061,0.0,0.39378894222833866,2.1029736793773375,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
147,0.8744332790374756,0.5651338014324496,0.8744332790374756,0.7899099588394165,6149.6083984375,1.0900745391845703,0.7710514664649963,0.0029913464095443487,"[30, 19, 15, 31, 32, 29]",0,0,0,0,none,[],1.5660039302929525,2.2015547459233784,0.0,0.4210559157250405,2.2654765606126968,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
148,1.075914978981018,1.6234771377191386,1.075914978981018,0.8442478775978088,6196.560546875,1.315171241760254,1.0140985250473022,0.003266694024205208,"[30, 19, 18, 29, 31, 37]",0,0,0,0,none,[],3.184004211976791,3.570913673463351,0.8717706498615959,1.0345181612785859,2.5085475079742023,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
149,1.056748867034912,1.041272184768962,1.056748867034912,0.8949370980262756,6197.87451171875,1.3711940050125122,0.797262966632843,0.003494707867503166,"[19, 30, 29, 14, 31, 36]",0,0,0,0,none,[],3.030090608228793,3.9117239568976205,0.0,1.051686019416074,2.735296656857654,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
150,1.2130563259124756,1.4286554677751404,1.2130563259124756,0.9590134620666504,6160.68212890625,1.589381456375122,0.877174973487854,0.003193680429831147,"[30, 19, 34, 29, 31, 32]",0,0,0,0,none,[],4.285318812894774,5.23905097227283,0.0,0.5657418520684425,3.0219307949818544,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
151,0.8409761190414429,0.47583819361084956,0.8409761190414429,0.9697540998458862,6187.53662109375,1.0363833904266357,0.7715567946434021,0.0027781890239566565,"[19, 36, 30, 23, 31, 11]",0,0,0,0,none,[],1.297325959474307,1.8749286645980234,0.0,0.9166143388189353,3.069977114383118,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
152,1.3164790868759155,1.7540891865092343,1.3164790868759155,1.0222742557525635,6119.845703125,1.8094911575317383,0.7402880787849426,0.0037994179874658585,"[30, 19, 34, 32, 29, 11]",0,0,0,0,none,[],5.115856059792414,6.578071850269148,0.0,0.03218574667544704,3.304916625198267,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
153,1.0717169046401978,1.0610149594427571,1.0717169046401978,1.0359097719192505,6195.45263671875,1.3730708360671997,0.8526180982589722,0.003144131973385811,"[30, 19, 29, 23, 32, 34]",0,0,0,0,none,[],3.150291544931197,3.9231415180205182,0.0,1.0200425499393213,3.3659126645780018,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
154,1.1867976188659668,1.651137956445131,1.1867976188659668,1.091392159461975,6189.2705078125,1.5143744945526123,0.9596705436706543,0.003167208516970277,"[30, 19, 37, 24, 29, 11]",0,0,0,0,none,[],4.074448071731632,4.782751738992106,0.46079712119510047,0.9392687662608604,3.6141031880659,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
155,1.0436650514602661,1.6401328760580185,1.0436650514602661,1.093419075012207,6152.59814453125,1.2552144527435303,1.034950613975525,0.0033477277029305696,"[30, 36, 19, 11, 6, 18]",0,0,0,0,none,[],2.9250209304803496,3.206171038999054,1.0292201151944402,0.46011901322628174,3.623170231748734,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
156,1.18788743019104,1.6218397169778496,1.18788743019104,1.1206984519958496,6135.587890625,1.5186874866485596,0.9531344771385193,0.003393803723156452,"[30, 19, 33, 29, 11, 34]",0,0,0,0,none,[],4.083199809638573,4.80898950331035,0.41144474290787286,0.2378682982743395,3.7451996388066098,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
157,1.1199023723602295,2.4823859399195163,1.1199023723602295,1.166839361190796,6178.07568359375,1.3252116441726685,1.164841890335083,0.0034780383575707674,"[19, 30, 20, 27, 11, 34]",0,0,0,0,none,[],3.537245299867379,3.631993709386627,2.0100001264734506,0.7930006564436208,3.9516027320131304,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
158,0.9554668664932251,0.7438416990555856,0.9554668664932251,1.1928331851959229,6167.84521484375,1.1789463758468628,0.8727792501449585,0.0034449445083737373,"[19, 34, 30, 31, 29, 37]",0,0,0,0,none,[],2.21674475373247,2.7421999066381004,0.0,0.6593325168313381,4.067881448070849,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
159,0.9181422591209412,0.689121834145224,0.9181422591209412,1.178877830505371,6184.43798828125,1.1682511568069458,0.7502802610397339,0.0033219021279364824,"[19, 33, 29, 32, 30, 11]",0,0,0,0,none,[],1.9170092181527307,2.6771363428154293,0.0,0.8761285611375901,4.0054546683393495,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
160,1.21668541431427,1.494991901190845,1.21668541431427,1.229818344116211,6148.291015625,1.5813686847686768,0.9117509126663208,0.0031378930434584618,"[30, 31, 19, 29, 34, 23]",0,0,0,0,none,[],4.314462234148438,5.190305876462573,0.09896669228456188,0.40384339946530684,4.23332793226623,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
161,1.033006191253662,0.9441871911118169,1.033006191253662,1.2242666482925415,6226.5439453125,1.2961429357528687,0.8900827169418335,0.003169989911839366,"[1, 19, 30, 29, 11, 34]",0,0,0,0,none,[],2.8394248747514843,3.455156399327296,0.0,1.4262719690788832,4.2084934153366715,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
162,0.874411940574646,0.5477885624570527,0.874411940574646,1.1962182521820068,6181.4189453125,1.0710945129394531,0.8185574412345886,0.002708523301407695,"[11, 19, 33, 37, 34, 29]",0,0,0,0,none,[],1.5658325716093666,2.086091178104318,0.0,0.836682679731388,4.083023938949974,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
163,0.9938128590583801,0.8991300121628352,0.9938128590583801,1.2153403759002686,6187.7490234375,1.2985036373138428,0.7273584604263306,0.0032680798321962357,"[19, 30, 21, 18, 11, 29]",0,0,0,0,none,[],2.5246825306583776,3.4695175504271902,0.0,0.9193895221299005,4.168563334531699,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
164,0.9017682075500488,0.5933610670810746,0.9017682075500488,1.1987311840057373,6201.32373046875,1.0849242210388184,0.8931626677513123,0.003199760802090168,"[19, 30, 36, 29, 32, 11]",0,0,0,0,none,[],1.785517275899746,2.1702231713074185,0.0,1.096752444493449,4.094265089384258,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
165,0.9970511794090271,0.890922826964047,0.9970511794090271,1.193159580230713,6195.1669921875,1.285234808921814,0.7734007835388184,0.003433450823649764,"[30, 19, 24, 11, 31, 29]",0,0,0,0,none,[],2.550687886186932,3.3887976269067144,0.0,1.0163104068659543,4.0693415177999315,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
166,0.8465120196342468,0.7384039617793834,0.8465120196342468,1.1425468921661377,6224.17578125,0.9704238176345825,0.9584461450576782,0.003085457719862461,"[19, 38, 29, 36, 34, 14]",0,0,0,0,none,[],1.3417820501318725,1.473668544720648,0.4515519607878649,1.3953302700945587,3.8429347227390043,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
167,0.8195295929908752,0.3919805797341289,0.8195295929908752,1.1340919733047485,6284.91796875,0.9727967977523804,0.8447097539901733,0.0028330027125775814,"[19, 37, 11, 30, 29, 31]",0,0,0,0,none,[],1.1250994733930317,1.4881043915011611,0.0,2.188968899713114,3.8051131575325687,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
168,0.883852481842041,0.6153491508725959,0.883852481842041,1.0874749422073364,6249.14111328125,1.132670283317566,0.7023770213127136,0.0027142383623868227,"[19, 11, 34, 30, 29, 13]",0,0,0,0,none,[],1.6416449080854496,2.4606827643985234,0.0,1.7215195747068344,3.596580218271279,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
169,0.8286559581756592,0.4745614150060937,0.8286559581756592,1.053610920906067,6259.236328125,1.0512475967407227,0.6850192546844482,0.0029709874652326107,"[19, 13, 31, 30, 11, 34]",0,0,0,0,none,[],1.1983888165138596,1.965353950193432,0.0,1.8534205286245484,3.4450955842025794,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
170,0.7327370643615723,0.21458749569355623,0.7327370643615723,1.0199153423309326,6226.5185546875,0.8929679989814758,0.6970217227935791,0.003013160778209567,"[19, 29, 30, 11, 34, 2]",0,0,0,0,none,[],0.428111430262489,1.002471874361219,0.0,1.4259402230279172,3.2943644485002768,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
171,0.747204065322876,0.2354856537044196,0.747204065322876,0.9967132210731506,6164.2705078125,0.8967723846435547,0.7455177903175354,0.0027351549360901117,"[19, 11, 36, 30, 37, 33]",0,0,0,0,none,[],0.5442887884894091,1.025615569540055,0.0,0.6126265006943811,3.1905739146743093,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
172,0.8177005052566528,0.3814008545766665,0.8177005052566528,0.9595425128936768,6197.9189453125,0.9636172652244568,0.86037278175354,0.002772354753687978,"[19, 24, 13, 29, 30, 31]",0,0,0,0,none,[],1.1104109708142584,1.4322613930301848,0.0,1.0522665750052644,3.024297409100799,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
173,0.6528674960136414,0.03413155670796189,0.6528674960136414,0.9203294515609741,6258.1171875,0.7655844688415527,0.696250319480896,0.0025164326652884483,"[19, 29, 37, 34, 36, 28]",0,0,0,0,none,[],0.0,0.2275437113864126,0.0,1.838798183455049,2.848884802492403,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
174,0.7006247639656067,0.05558317332223172,0.7006247639656067,0.8812911510467529,6288.56494140625,0.7611095905303955,0.898457944393158,0.0025342069566249847,"[29, 34, 30, 19, 8, 38]",0,0,0,0,none,[],0.17023336440962242,0.20032112440525573,0.0,2.236619116148974,2.6742539571049115,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
175,0.5420634150505066,0.0,0.5420634150505066,0.8330217599868774,6212.306640625,0.5890460014343262,0.6945750117301941,0.002127034356817603,"[19, 29, 11, 34, 26, 30]",0,0,0,0,none,[],0.0,0.0,0.0,1.240251750731473,2.458329481497814,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
176,0.6584760546684265,0.0,0.6584760546684265,0.7718076705932617,6247.67041015625,0.7146110534667969,0.8461471796035767,0.0024589274544268847,"[19, 11, 29, 37, 3, 34]",0,0,0,0,none,[],0.0,0.0,0.0,1.7023038226778064,2.1844992163575987,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
177,0.7646780014038086,0.43534121912883905,0.7646780014038086,0.7447096705436707,6190.150390625,0.846387505531311,0.9411721229553223,0.0031422663014382124,"[11, 19, 30, 5, 29, 16]",0,0,0,0,none,[],0.68461336143572,0.7191029319230063,0.32111967875004305,0.9507650428731806,2.063281166528649,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
178,0.8877952694892883,0.5924229187671726,0.8877952694892883,0.7367605566978455,6176.86474609375,1.1023412942886353,0.7938011288642883,0.0030531578231602907,"[19, 31, 30, 29, 23, 11]",0,0,0,0,none,[],1.6733074934500425,2.2761786316644415,0.0,0.7771789217052444,2.0277222294670274,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
179,0.6776718497276306,0.028567453702662567,0.6776718497276306,0.7061069011688232,6243.45166015625,0.7594869136810303,0.8110508918762207,0.0018387328600510955,"[19, 36, 4, 11, 31, 34]",0,0,0,0,none,[],0.0,0.19044969135108378,0.0,1.647182940363463,1.8905985916872514,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
180,0.5906785726547241,0.08497401464084667,0.5906785726547241,0.6676337122917175,6177.76806640625,0.578748345375061,0.9147207736968994,0.0022454194258898497,"[11, 19, 29, 23, 31, 34]",0,0,0,0,none,[],0.0,0.0,0.12139144948692382,0.7889814254415333,1.7184956719939595,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
181,0.7176307439804077,0.918725519219378,0.7176307439804077,0.6263741254806519,6142.5107421875,0.7221537232398987,1.0637558698654175,0.0027657337486743927,"[34, 31, 19, 29, 8, 18]",0,0,0,0,none,[],0.30680001270556195,0.0,1.2467221675907767,0.32832013501655716,1.533928300201475,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
182,0.7242613434791565,0.47858745868106667,0.7242613434791565,0.6223630309104919,6258.783203125,0.7695151567459106,0.9718365669250488,0.0028416041750460863,"[11, 19, 34, 9, 37, 35]",0,0,0,0,none,[],0.360047091024409,0.251455756794524,0.5526600450117525,1.847500137561156,1.5159853870497861,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
183,0.6681025624275208,0.7761429627888576,0.6681025624275208,0.5965898633003235,6268.32470703125,0.650331437587738,1.0454866886138916,0.002190040424466133,"[19, 28, 11, 29, 37, 8]",0,0,0,0,none,[],0.0,0.0,1.1087756611269395,1.9721664756751125,1.400693737854206,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
184,0.590227484703064,0.0,0.590227484703064,0.5776994228363037,6238.03564453125,0.6779243350028992,0.6647925972938538,0.002613118849694729,"[11, 19, 29, 30, 32, 34]",0,0,0,0,none,[],0.0,0.0,0.0,1.576418955799725,1.3161907358146545,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
185,0.644969642162323,0.623403209538457,0.644969642162323,0.5557387471199036,6326.53125,0.6248868703842163,1.0165890455245972,0.002144741825759411,"[19, 34, 38, 29, 3, 11]",0,0,0,0,none,[],0.0,0.0,0.8905760136263672,2.7326751583193176,1.2179535862686985,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
186,0.5761542916297913,0.20848754843485626,0.5761542916297913,0.515895426273346,6228.908203125,0.5460799336433411,0.9380889534950256,0.0026564490981400013,"[19, 11, 30, 34, 8, 5]",0,0,0,0,none,[],0.0,0.0,0.2978393549069375,1.4571626302092133,1.0397216266078328,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
187,0.6213969588279724,0.559051276338355,0.6213969588279724,0.49640271067619324,6296.6279296875,0.5920137166976929,1.0044139623641968,0.0022793870884925127,"[19, 38, 24, 30, 3, 37]",0,0,0,0,none,[],0.0,0.0,0.7986446804833643,2.341967626525913,0.9525244546308234,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
188,0.5155152678489685,0.0,0.5155152678489685,0.45460155606269836,6283.8203125,0.47505587339401245,0.8734889030456543,0.0018652277067303658,"[11, 29, 19, 7, 34, 30]",0,0,0,0,none,[],0.0,0.0,0.0,2.174627262740586,0.7655344762717851,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
189,0.532920241355896,0.0,0.532920241355896,0.4447876214981079,6243.22900390625,0.5914185643196106,0.6523104906082153,0.0016477230237796903,"[19, 29, 34, 30, 11, 33]",0,0,0,0,none,[],0.0,0.0,0.0,1.6442737826857616,0.7216335977238669,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
190,0.6052049398422241,1.935473926199542,0.6052049398422241,0.41433149576187134,6299.02490234375,0.46209120750427246,1.2648266553878784,0.0015305908164009452,"[3, 15, 24, 34, 11, 19]",0,0,0,0,none,[],0.0,0.0,2.7649627517136315,2.373285729683449,0.5853935740935032,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
191,0.4801691174507141,0.0,0.4801691174507141,0.3937946856021881,6309.7392578125,0.48667892813682556,0.7031146287918091,0.0017291017575189471,"[19, 38, 31, 30, 34, 29]",0,0,0,0,none,[],0.0,0.0,0.0,2.513276183459333,0.49352583209378587,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
192,0.5721036195755005,1.6996535664395982,0.5721036195755005,0.3683834969997406,6244.20654296875,0.42691874504089355,1.2202105522155762,0.0018139737658202648,"[38, 37, 19, 24, 18, 34]",0,0,0,0,none,[],0.0,0.0,2.4280765234851405,1.6570460056479508,0.37985343115692016,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
193,0.5485010147094727,0.010811013882498624,0.5485010147094727,0.3619195222854614,6347.7216796875,0.5170084238052368,0.9006894826889038,0.00158696121070534,"[19, 16, 36, 31, 30, 34]",0,0,0,0,none,[],0.0,0.0,0.015444305546426607,3.009542756777405,0.3509379980041186,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
194,0.5798606872558594,0.6268554501878456,0.5798606872558594,0.36666932702064514,6232.62255859375,0.5204687118530273,1.017242193222046,0.002057428238913417,"[19, 36, 11, 4, 29, 13]",0,0,0,0,none,[],0.0,0.0,0.8955077859826366,1.505693249626483,0.3721853987722048,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
195,0.4410710632801056,0.0,0.4410710632801056,0.3405155539512634,6262.95849609375,0.41846776008605957,0.7172344923019409,0.0017604682361707091,"[19, 38, 30, 37, 36, 29]",0,0,0,0,none,[],0.0,0.0,0.0,1.9020532237498078,0.25519117922325335,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
196,0.49125197529792786,0.0,0.49125197529792786,0.3410693407058716,6334.8505859375,0.47350695729255676,0.7802156209945679,0.002049861941486597,"[19, 30, 38, 34, 11, 29]",0,0,0,0,none,[],0.0,0.0,0.0,2.841373027864663,0.25766844508390185,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
197,0.5734701752662659,1.2350824107244456,0.5734701752662659,0.35834139585494995,6291.41796875,0.4642208218574524,1.1323158740997314,0.00202579190954566,"[19, 38, 34, 29, 0, 8]",0,0,0,0,none,[],0.0,0.0,1.7644034438920653,2.2738958887603986,0.33493189027829895,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
198,0.48888731002807617,0.0,0.48888731002807617,0.36772316694259644,6328.34033203125,0.5708422064781189,0.5275415182113647,0.001803959021344781,"[19, 3, 30, 17, 11, 32]",0,0,0,0,none,[],0.0,0.0,0.0,2.756312064450642,0.37689956291483706,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
199,0.4444811940193176,0.0,0.4444811940193176,0.36408382654190063,6205.31689453125,0.4063032865524292,0.7611526250839233,0.002027702983468771,"[19, 38, 31, 11, 30, 13]",0,0,0,0,none,[],0.0,0.0,0.0,1.1489258907395952,0.36061962545713855,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
200,0.6023558378219604,1.5000574751910623,0.6023558378219604,0.35433876514434814,6253.85546875,0.49051132798194885,1.182447910308838,0.0013942500809207559,"[36, 29, 19, 11, 34, 37]",0,0,0,0,none,[],0.0,0.0,2.142939250272946,1.7831158847467632,0.3170268386864219,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
201,0.453052818775177,0.0,0.453052818775177,0.327919065952301,6261.029296875,0.4430125951766968,0.7039461731910706,0.0014674486592411995,"[19, 38, 34, 30, 36, 20]",0,0,0,0,none,[],0.0,0.0,0.0,1.8768469036081443,0.19884304625647986,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
202,0.47683921456336975,0.0,0.47683921456336975,0.3396357297897339,6247.07568359375,0.42999663949012756,0.8312785625457764,0.0021734358742833138,"[29, 3, 19, 30, 38, 13]",0,0,0,0,none,[],0.0,0.0,0.0,1.6945333094071038,0.2512554434177391,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
203,0.5033844113349915,0.0,0.5033844113349915,0.33277350664138794,6272.65283203125,0.4610033631324768,0.8602567911148071,0.0015450051287189126,"[30, 19, 38, 34, 26, 31]",0,0,0,0,none,[],0.0,0.0,0.0,2.0287164179013093,0.2205585172235079,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
204,0.5691035985946655,1.871991511542268,0.5691035985946655,0.3120971620082855,6191.369140625,0.4090768098831177,1.252816081047058,0.0018126174109056592,"[22, 15, 19, 31, 34, 6]",0,0,0,0,none,[],0.0,0.0,2.674273587917526,0.9666888533195466,0.1280665927483004,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
